,t,a,a_kal,v_kal
301,3.161591292,0.03187200308,0.037721497549912934,-0.07776599285437005
302,3.171600292,-0.178190407,0.0418590245818997,-0.0773677321313614
303,3.181580292,0.2104611719,0.0467459892209265,-0.0769255931124853
304,3.191589292,0.2310504059,0.05089977930448008,-0.0764369248638999
305,3.201599292,-0.1869331455,0.053975603946624436,-0.07591202357072813
306,3.211578292,0.1258157086,0.05683988185371432,-0.07535910970432734
307,3.221588292,0.3397279072,0.05843096988559606,-0.0747821790913721
308,3.231567292,0.1632998876,0.05795907154352725,-0.07420145097966149
309,3.241577292,-0.2927864417,0.05641360814711573,-0.0736290157178098
310,3.251556292,0.05539303103,0.05543758669332053,-0.07307093418115344
311,3.261566292,0.4360186851,0.05410256776231473,-0.072522685708103
312,3.271576292,0.06822882056,0.05138144096239746,-0.0719947382444358
313,3.281555292,-0.1832564346,0.04885334192937159,-0.07149461679519731
314,3.291565292,-0.1545816708,0.04818525442478369,-0.07100893862044477
315,3.301544292,0.08127631584,0.04963516383945968,-0.07052086364351533
316,3.311554292,0.07287152806,0.052390791633818566,-0.07001022373637157
317,3.321533292,-0.1425679632,0.056218219401627675,-0.06946831907581022
318,3.331543292,0.0781480372,0.061284097309707256,-0.06888021998066997
319,3.341553292,0.2232139492,0.0664247719446525,-0.0682410370900519
320,3.351532292,0.2357118062,0.07055455489995296,-0.06755757873876074
321,3.361542292,-0.03179717699,0.07351584553029597,-0.06683650638460732
322,3.371521292,-0.06792593479,0.07618179424465216,-0.06608959001095022
323,3.381531292,0.1621854083,0.07863514882508704,-0.06531473121088618
324,3.391510292,0.1553512009,0.07996596435313606,-0.06452339095668344
325,3.401520292,0.0289062953,0.07988353037860002,-0.06372334423555111
326,3.411529292,0.1025847391,0.07855256831058859,-0.06293045077966106
327,3.421509292,0.3651048231,0.07557420727796611,-0.062161358169474164
328,3.431519292,-0.03099610845,0.07043002114718379,-0.0614306070062063
329,3.441498292,0.1270541489,0.06440766620637314,-0.06075783436515573
330,3.451508292,0.2736450148,0.05773620434753565,-0.0601465042930334
331,3.461487292,-0.2019733719,0.05094227272753094,-0.05960425303166736
332,3.471497292,-0.3513217664,0.04625892729322967,-0.05911776102556346
333,3.481506292,0.1118619132,0.0444850526571832,-0.05866363277790161
334,3.491486292,0.2969917591,0.04400987665898497,-0.05822204308061395
335,3.501495292,-0.3325896263,0.04405907555852468,-0.05778130200924141
336,3.511475292,0.008108955212,0.04591764574803153,-0.057332318169921695
337,3.521484292,0.4409444161,0.04817137888334019,-0.05686144964615401
338,3.531464292,0.1579461769,0.04901643079044352,-0.05637648247588182
339,3.541473292,-0.1721057578,0.04923181219063559,-0.055884799143883
340,3.551483292,-0.01689960441,0.05015838087276752,-0.055387351227600676
341,3.561462292,0.1775144323,0.05149994322274683,-0.05488012701952611
342,3.571472292,0.07744872848,0.05254923680863101,-0.05435936087346905
343,3.581451292,-0.03895882845,0.05356984089299936,-0.05382987973527677
344,3.591461292,-0.1441549341,0.0550926608780076,-0.053286023913912885
345,3.601440292,0.0836876893,0.05717414654649782,-0.05272586867826832
346,3.611450292,0.2925128102,0.0585660313773256,-0.05214658908775959
347,3.621460292,0.1420335277,0.058134191470408464,-0.051562504472406664
348,3.631439292,0.1051703413,0.05614494247713362,-0.05099230873357541
349,3.641449292,0.04646897396,0.05310591270328548,-0.05044550820339742
350,3.651428292,-0.009302920103,0.04965379371496298,-0.04993278864822357
351,3.661438292,0.05633675337,0.04631278887204392,-0.04945247590237559
352,3.671448292,0.1010422254,0.043219093950312884,-0.0490043688288497
353,3.681427292,-0.2331506892,0.04072404869073611,-0.048585534518642184
354,3.691437292,-0.2031100523,0.03989858125765888,-0.048182018255750476
355,3.701416292,0.4461542487,0.04013638048399781,-0.04778268381414046
356,3.711439042,0.1557955527,0.03917225683002138,-0.047385238491820934
357,3.721418042,-0.3043967096,0.03763956466432242,-0.04700198590847491
358,3.731428042,0.03487979254,0.03691940972994075,-0.04662881824163161
359,3.741438042,0.3908582997,0.035846072053634194,-0.04626462700530483
360,3.751417042,0.1190586845,0.03311998211119259,-0.045920520878049424
361,3.761427042,-0.2276823731,0.029816710795022194,-0.04560552273005381
362,3.771406042,-0.2223520696,0.027562287467425076,-0.04531923021822333
363,3.781416042,0.2434429947,0.026273801088414827,-0.04504978059500136
364,3.791395042,0.3462990081,0.024175746330291233,-0.044798062578155724
365,3.801405042,-0.2523927248,0.02098974705107192,-0.04457200928378201
366,3.811414042,-0.1160473502,0.018640139306733094,-0.04437368151750437
367,3.821394042,0.3617882824,0.016964844746539344,-0.044196012647078536
368,3.831403042,-0.04019609928,0.014776966150351616,-0.04403716075444505
369,3.841383042,-0.2267456675,0.013377158924531157,-0.04389667167032138
370,3.851392042,0.1846351898,0.01367424364889378,-0.04376129292614267
371,3.861372042,-0.2088730681,0.014988687628157188,-0.04361826489907018
372,3.871381042,-0.2870257831,0.018245668669120495,-0.04345194356298046
373,3.881391042,0.458239274,0.02305874239115755,-0.04324521498562376
374,3.891370042,0.03377116045,0.026948605901715893,-0.04299570332131647
375,3.901380042,-0.3497804403,0.030634210880471108,-0.04270750132332163
376,3.911359042,0.3501382899,0.03480095682704917,-0.04238101255404496
377,3.921369042,0.366165508,0.03719439576035289,-0.042020675814345015
378,3.931348042,-0.256083469,0.03765988269769108,-0.04164719039197859
379,3.941358042,-0.1905291649,0.03830212363173928,-0.0412670005502998
380,3.951368042,0.05870604515,0.03916093462157678,-0.040879297943741955
381,3.961347042,0.3890316296,0.03879062964787777,-0.04049035861381951
382,3.971357042,0.1478596934,0.0357947853903684,-0.04011705861155308
383,3.981336042,-0.2110108101,0.030996264625500442,-0.03978380466749891
384,3.991346042,0.2791203475,0.025669338170711098,-0.03950019332550388
385,4.001325042,0.2621096277,0.01899000868333959,-0.03927736551437558
386,4.011335042,-0.3407628644,0.011768072026129032,-0.0391234213204247
387,4.021345042,-0.1726425505,0.006567861006277635,-0.0390316499755975
388,4.031324042,0.1791540281,0.003605315491701281,-0.038980890911460835
389,4.041334042,-0.3559773195,0.002197661342308663,-0.038951847012406615
390,4.051313042,0.08424438078,0.003367548244622744,-0.03892407939917262
391,4.061323042,0.2536148111,0.005722882290819836,-0.03887858179434273
392,4.071302042,-0.2258896351,0.008544178485307292,-0.03880739629460024
